x,y,c
1355,224,0
1514,429,0
1397,381,0
1627,219,0
1606,187,0
1329,314,0
1768,567,0
1512,367,0
1633,393,0
1522,419,0
1400,274,0
1740,592,0
1580,155,0
1788,301,0
1516,528,0
1475,354,0
1491,514,0
1603,504,0
1326,312,0
1357,183,0
1725,259,0
1525,542,0
1433,154,0
1589,580,0
1689,538,0
1570,142,0
1750,353,0
1326,298,0
1525,551,0
1419,599,0
1777,365,0
1363,298,0
1762,579,0
1301,297,0
1680,507,0
1518,543,0
1800,465,0
1709,485,0
1584,193,0
1315,324,0
1570,371,0
1441,368,0
1529,293,0
1744,289,0
1771,479,0
1599,429,0
1619,434,0
1338,408,0
1677,118,0
1768,543,0
1503,246,0
1523,293,0
1339,184,0
1344,463,0
1527,365,0
1338,516,0
1800,313,0
1730,233,0
1711,233,0
1609,195,0
1789,379,0
1765,538,0
1472,558,0
1378,177,0
1459,188,0
1303,514,0
1783,138,0
1647,181,0
1554,565,0
1697,169,0
1626,505,0
1418,377,0
1483,286,0
1757,285,0
1619,265,0
1556,356,0
1461,404,0
1647,273,0
1766,431,0
1329,312,0
1616,118,0
1345,464,0
1434,236,0
1322,283,0
1413,561,0
1775,287,0
1544,374,0
1300,417,0
1383,228,0
1673,354,0
1759,581,0
1328,241,0
1434,456,0
1795,339,0
1476,524,0
1469,352,0
1674,347,0
1653,157,0
1671,499,0
1458,138,0
1628,423,0
1655,377,0
1781,497,0
1356,531,0
1300,453,0
1432,102,0
1599,303,0
1425,553,0
1608,509,0
1357,384,0
1441,545,0
1612,412,0
1389,568,0
1507,105,0
1799,223,0
1591,446,0
1625,228,0
1472,160,0
1612,223,0
1453,342,0
1469,476,0
1704,248,0
1335,173,0
1325,197,0
1489,208,0
1405,517,0
1763,215,0
1597,312,0
1604,554,0
1538,120,0
1590,415,0
1764,253,0
1476,127,0
1560,322,0
1647,490,0
1742,345,0
1554,593,0
1441,531,0
1717,481,0
1409,385,0
1333,394,0
1762,408,0
1525,513,0
1340,395,0
1779,219,0
1448,411,0
1690,599,0
1739,573,0
1303,565,0
1391,162,0
1674,514,0
1305,330,0
1782,476,0
1325,261,0
1728,466,0
1387,438,0
1323,461,0
1671,344,0
1575,127,0
1576,103,0
1392,465,0
1538,265,0
1729,115,0
1667,490,0
1505,175,0
1762,583,0
1370,193,0
1627,520,0
1659,197,0
1580,555,0
1787,453,0
1695,199,0
1764,525,0
1459,577,0
1507,134,0
1723,381,0
1433,259,0
1585,118,0
1719,413,0
1692,455,0
1392,599,0
1617,124,0
1387,109,0
1501,181,0
1534,365,0
1347,567,0
1723,414,0
1553,192,0
1562,179,0
1664,552,0
1400,147,0
1712,492,0
1466,313,0
1508,477,0
1379,178,0
1682,490,0
1343,507,0
1617,517,0
1525,483,0
1616,328,0
1747,501,0
1656,535,0
1357,285,0
1617,206,0
1482,600,0
1662,186,0
1729,592,0
1759,251,0
1713,368,0
1313,170,0
1335,198,0
1684,412,0
1420,582,0
1628,357,0
1639,143,0
1319,533,0
1667,226,0
1361,443,0
1650,580,0
1575,242,0
1657,284,0
1615,500,0
1768,334,0
1695,361,0
1424,532,0
1300,450,0
1320,141,0
1408,565,0
1762,122,0
1791,305,0
1316,511,0
1796,466,0
1756,557,0
1673,493,0
1581,235,0
1795,556,0
1717,507,0
1622,439,0
1557,599,0
1439,195,0
1510,429,0
1520,100,0
1524,565,0
1311,528,0
1767,389,0
1335,138,0
1527,467,0
1575,332,0
1595,361,0
1401,172,0
1476,534,0
1415,182,0
1639,474,0
1418,446,0
1405,227,0
1628,223,0
1471,118,0
1493,215,0
1326,242,0
1623,261,0
1636,300,0
1377,529,0
1674,302,0
1469,440,0
1379,372,0
1639,466,0
1368,491,0
1384,266,0
1364,488,0
1566,240,0
1461,431,0
1578,457,0
1406,546,0
1771,385,0
1491,375,0
1588,452,0
1347,413,0
1758,465,0
1719,297,0
1492,145,0
1680,450,0
1738,229,0
1404,492,0
1571,418,0
1684,441,0
1575,541,0
1409,148,0
1552,231,0
1659,142,0
1423,327,0
1459,530,0
1452,382,0
1628,202,0
1499,409,0
1767,318,0
1402,561,0
1572,495,0
1479,438,0
1782,480,0
1385,513,0
1436,182,0
1402,416,0
1522,424,0
1736,554,0
1746,224,0
1493,521,0
1493,124,0
1788,224,0
1783,431,0
1547,316,0
1629,110,0
1348,595,0
1389,128,0
1318,311,0
1601,389,0
1494,523,0
1661,455,0
1500,375,0
1365,213,0
1465,354,0
1351,169,0
1345,446,0
1517,511,0
1471,131,0
1697,196,0
1772,136,0
1351,316,0
1696,293,0
1522,113,0
1776,292,0
1588,305,0
1579,276,0
1554,325,0
1364,215,0
1584,527,0
1707,228,0
1593,368,0
1709,544,0
1786,111,0
1531,585,0
1794,157,0
1634,218,0
1674,380,0
1590,182,0
1337,293,0
1341,373,0
1658,435,0
1709,248,0
1716,349,0
1793,466,0
1665,254,0
1614,197,0
1642,229,0
1434,592,0
1750,204,0
1696,411,0
1466,258,0
1372,537,0
1617,230,0
1763,404,0
1706,139,0
1482,231,0
1559,255,0
1539,505,0
1736,107,0
1732,348,0
1795,557,0
1655,106,0
1654,136,0
1566,124,0
1717,503,0
1428,164,0
1449,180,0
1742,282,0
1336,238,0
1589,242,0
1377,443,0
1551,515,0
1534,462,0
1724,172,0
1532,273,0
1545,382,0
1465,300,0
1679,556,0
1793,591,0
1398,432,0
1744,213,0
1390,423,0
1395,186,0
1351,316,0
1377,557,0
1637,175,0
1309,207,0
1654,143,0
1490,127,0
1530,171,0
1472,323,0
1475,352,0
1598,481,0
1389,199,0
1362,516,0
1538,274,0
1556,586,0
1748,466,0
1428,403,0
1524,122,0
1659,549,0
1669,531,0
1674,211,0
1677,232,0
1704,451,0
1322,497,0
1673,196,0
1618,523,0
1556,471,0
1666,586,0
1450,126,0
1482,185,0
1654,476,0
1482,401,0
1497,361,0
1765,567,0
1315,481,0
1504,454,0
1569,551,0
1630,283,0
1594,322,0
1663,159,0
1589,100,0
1467,529,0
1343,347,0
1727,296,0
1424,554,0
1800,393,0
1439,101,0
1560,395,0
1743,456,0
1670,513,0
1598,324,0
1307,231,0
1775,320,0
1534,219,0
1450,510,0
1605,347,0
1348,518,0
1794,391,0
1773,327,0
1784,304,0
1533,313,0
1450,400,0
1757,107,0
1673,521,0
1445,485,0
1784,302,0
1691,220,0
1656,188,0
1769,219,0
1730,232,0
1624,296,0
1574,265,0
1536,566,0
1408,345,0
1699,355,0
1676,444,0
1483,459,0
1562,185,0
1542,362,0
1561,343,0
1390,298,0
1492,437,0
1518,440,0
1791,520,0
1364,172,0
1567,355,0
1683,490,0
1622,512,0
1464,202,0
1509,273,0
1392,429,0
1504,114,0
1635,448,0
1579,508,0
1716,584,0
1360,571,0
1564,319,0
1587,479,0
1326,330,0
1647,281,0
1766,591,0
1607,322,0
1548,154,0
1664,474,0
1388,222,0
1386,212,0
1436,584,0
1448,214,0
1703,310,0
1369,418,0
1490,153,0
1522,411,0
1772,157,0
1552,488,0
1426,375,0
1384,588,0
1775,390,0
1788,277,0
1798,320,0
1408,426,0
1471,523,0
1434,107,0
1605,489,0
1509,530,0
1702,236,0
1734,531,0
1592,500,0
1487,458,0
1428,109,0
1454,305,0
1310,319,0
1507,208,0
1328,308,0
1733,324,0
1386,374,0
1501,430,0
1496,197,0
1541,598,0
1445,452,0
1652,226,0
1516,249,0
1300,186,0
1793,294,0
1377,119,0
1442,483,0
1756,200,0
1600,251,0
1745,507,0
1400,447,0
1368,160,0
1457,581,0
1323,265,0
1671,426,0
1574,173,0
1554,298,0
1327,474,0
1652,520,0
1374,578,0
1486,310,0
1790,461,0
1366,440,0
1628,182,0
1528,355,0
1679,330,0
1331,205,0
1797,282,0
1394,431,0
1791,156,0
1468,596,0
1528,557,0
1485,410,0
1775,105,0
1475,271,0
1349,490,0
1520,558,0
1798,512,0
1327,355,0
1758,489,0
1628,149,0
1541,517,0
1459,555,0
1391,412,0
1726,269,0
1768,595,0
1731,234,0
1512,387,0
1662,203,0
1492,197,0
1595,486,0
1340,566,0
1506,273,0
1534,264,0
1743,255,0
1410,319,0
1576,568,0
1713,554,0
1740,580,0
1304,310,0
1789,322,0
1326,570,0
1501,157,0
1792,367,0
1635,594,0
1477,217,0
1455,260,0
1609,143,0
1399,225,0
1336,584,0
1621,159,0
1322,203,0
1454,177,0
1646,348,0
1370,479,0
1618,263,0
1563,145,0
1624,245,0
1640,463,0
1426,126,0
1630,522,0
1399,516,0
1628,245,0
1393,456,0
1697,568,0
1518,157,0
1539,212,0
1384,260,0
1734,380,0
1333,461,0
1621,260,0
1753,196,0
1696,213,0
1632,170,0
1777,160,0
1508,242,0
1602,181,0
1339,206,0
1653,151,0
1795,237,0
1483,114,0
1671,447,0
1544,552,0
1627,228,0
1710,549,0
1671,570,0
1386,180,0
1642,124,0
1664,582,0
1427,471,0
1675,548,0
1395,104,0
1463,380,0
1731,363,0
1368,510,0
1476,387,0
1567,494,0
1627,548,0
1370,265,0
1782,491,0
1550,527,0
1671,539,0
1735,457,0
1384,451,0
1787,159,0
1800,416,0
1375,156,0
1666,462,0
1559,476,0
1329,310,0
1301,432,0
1477,510,0
1413,459,0
1716,591,0
1416,329,0
1591,150,0
1397,226,0
1648,195,0
1689,166,0
1404,318,0
1323,539,0
1459,375,0
1692,282,0
1755,151,0
1512,406,0
1437,126,0
1460,365,0
1732,555,0
1304,263,0
1588,279,0
1334,335,0
1321,580,0
1791,228,0
1514,221,0
1555,286,0
1606,157,0
1705,293,0
1392,226,0
1633,454,0
1359,149,0
1396,410,0
1592,146,0
1362,215,0
1716,421,0
1690,582,0
1336,469,0
1651,510,0
1402,545,0
1707,545,0
1746,108,0
1787,503,0
1626,315,0
1726,308,0
1406,557,0
1304,206,0
1386,340,0
1493,238,0
1776,562,0
1683,556,0
1603,576,0
1361,268,0
1456,507,0
1344,477,0
1601,340,0
1654,429,0
1762,190,0
1579,429,0
1781,141,0
1622,324,0
1786,376,0
1356,457,0
1493,146,0
1355,116,0
1537,363,0
1606,386,0
1407,275,0
1674,206,0
1656,512,0
1712,451,0
1597,452,0
1624,407,0
1725,330,0
1413,321,0
1601,275,0
1673,329,0
1363,321,0
1744,587,0
1558,181,0
1528,252,0
1467,127,0
1665,265,0
1534,454,0
1477,587,0
1322,566,0
1670,228,0
1789,316,0
1782,495,0
1348,259,0
1433,213,0
1352,329,0
1570,392,0
1564,480,0
1489,524,0
1784,311,0
1353,201,0
1788,220,0
1489,588,0
1534,103,0
1789,599,0
1642,130,0
1794,323,0
1395,495,0
1631,418,0
1358,595,0
1626,159,0
1658,192,0
1670,558,0
1690,483,0
1647,288,0
1318,449,0
1370,228,0
1374,246,0
1556,213,0
1341,258,0
1660,596,0
2157,203,17
2183,148,17
2162,178,17
2345,365,17
2047,503,17
2319,560,17
2025,331,17
2157,361,17
1975,204,17
2228,436,17
1921,566,17
2245,593,17
2080,198,17
2152,477,17
2018,222,17
2294,569,17
2331,104,17
2294,261,17
2160,205,17
2258,138,17
2386,337,17
2042,106,17
2002,342,17
2192,569,17
2397,236,17
2395,355,17
1950,509,17
2168,353,17
2341,429,17
1909,458,17
1954,192,17
2114,557,17
2233,174,17
2232,482,17
1953,167,17
2284,424,17
1951,407,17
2043,544,17
2091,251,17
2213,492,17
2270,301,17
2229,229,17
2375,458,17
2242,239,17
2211,301,17
2209,346,17
2258,270,17
2170,487,17
2090,366,17
1968,389,17
1929,471,17
2246,504,17
2049,304,17
1949,253,17
2068,538,17
2238,127,17
2059,574,17
1967,443,17
2171,463,17
2378,473,17
2062,558,17
2004,372,17
2266,303,17
2213,318,17
2077,344,17
2350,320,17
2257,180,17
1908,517,17
2105,409,17
2200,265,17
2313,325,17
1954,331,17
2254,403,17
2228,284,17
2248,456,17
2094,245,17
2137,137,17
2272,384,17
2209,209,17
2301,354,17
2225,252,17
2271,565,17
2325,466,17
2203,139,17
2380,451,17
2384,392,17
1981,328,17
1978,249,17
1950,267,17
2257,127,17
2117,119,17
1937,363,17
2007,190,17
2046,327,17
2275,554,17
2165,415,17
2113,416,17
2174,338,17
1957,441,17
2279,586,17
2084,430,17
2358,432,17
2374,338,17
2094,253,17
1923,144,17
2032,289,17
2186,264,17
2241,124,17
2244,401,17
2315,489,17
2069,209,17
2184,153,17
2345,176,17
1933,420,17
2057,598,17
2067,110,17
1990,351,17
1932,301,17
1993,477,17
2077,221,17
2194,427,17
2045,402,17
2390,257,17
2149,439,17
2342,574,17
2308,347,17
2381,257,17
2194,187,17
1965,311,17
2318,507,17
2076,271,17
2278,419,17
2095,449,17
1966,146,17
2081,321,17
1902,168,17
2089,453,17
2168,290,17
2249,327,17
1939,581,17
2107,120,17
1935,564,17
2274,477,17
2384,519,17
2354,568,17
2160,456,17
1993,480,17
2026,433,17
2097,580,17
1991,566,17
2322,251,17
2265,164,17
1901,107,17
2265,305,17
2345,417,17
1958,355,17
2265,557,17
2054,422,17
1949,260,17
2188,135,17
2022,334,17
2331,221,17
2243,247,17
2105,417,17
1976,331,17
2206,201,17
2096,330,17
1953,275,17
2382,512,17
2359,148,17
2015,167,17
2198,475,17
2374,125,17
2243,385,17
2068,321,17
2012,193,17
2232,137,17
2045,360,17
2394,391,17
2017,190,17
2259,548,17
2314,428,17
2020,332,17
2171,203,17
2136,481,17
2245,438,17
2144,461,17
2064,369,17
1949,563,17
1945,266,17
2088,305,17
1917,353,17
1930,475,17
2312,256,17
2375,485,17
2267,516,17
2165,411,17
1958,593,17
2141,104,17
1975,206,17
2093,451,17
2298,473,17
1912,479,17
2123,588,17
1920,426,17
2227,414,17
2281,556,17
1907,547,17
2352,450,17
2114,326,17
2213,135,17
2029,249,17
2210,483,17
2227,307,17
1940,147,17
1982,134,17
2152,566,17
1987,500,17
1976,305,17
2079,335,17
2156,183,17
2254,495,17
2222,504,17
2070,268,17
2119,152,17
2319,596,17
2253,378,17
2221,424,17
2263,316,17
2083,104,17
2296,412,17
2374,539,17
2059,178,17
2078,130,17
1959,226,17
2207,516,17
2088,217,17
2199,541,17
2180,353,17
2014,373,17
2238,362,17
2262,267,17
2330,583,17
2305,439,17
1984,229,17
1909,135,17
2246,560,17
2192,229,17
2299,106,17
2147,276,17
1913,518,17
2088,372,17
1976,186,17
2183,475,17
2185,176,17
2274,119,17
2297,490,17
1909,122,17
2044,432,17
1924,448,17
2294,276,17
2122,353,17
2350,170,17
2345,188,17
2261,470,17
2199,543,17
2159,130,17
2158,251,17
2275,196,17
2258,154,17
2148,293,17
2096,156,17
2220,466,17
1947,407,17
2280,485,17
2353,427,17
2171,475,17
2373,567,17
2336,478,17
1904,171,17
2345,338,17
2063,142,17
2219,371,17
1987,458,17
1957,376,17
2179,561,17
2100,304,17
2234,124,17
2025,388,17
2349,367,17
2328,114,17
2352,108,17
2043,268,17
2399,298,17
2067,100,17
2133,204,17
2028,176,17
2234,361,17
2366,518,17
1902,245,17
2386,584,17
2122,235,17
2049,482,17
2147,475,17
2087,121,17
2240,152,17
2060,263,17
2345,530,17
2237,405,17
2203,552,17
2312,258,17
2375,509,17
2336,376,17
1909,270,17
1908,299,17
2331,114,17
1901,404,17
2270,381,17
1980,401,17
2293,429,17
2335,290,17
2236,444,17
2368,244,17
2219,420,17
2346,161,17
2383,409,17
2100,439,17
2131,512,17
2096,131,17
2088,502,17
2040,305,17
1967,113,17
2321,503,17
2159,305,17
2083,514,17
2032,174,17
2368,503,17
2028,114,17
2030,298,17
2187,554,17
2277,482,17
2341,470,17
2281,359,17
1979,394,17
1929,257,17
2059,390,17
2236,469,17
2027,350,17
2369,510,17
2139,466,17
1985,265,17
2064,293,17
2037,396,17
2293,575,17
2052,125,17
1902,572,17
2236,421,17
2015,301,17
2362,225,17
1909,246,17
2117,209,17
2324,175,17
1978,181,17
1984,521,17
2175,490,17
1977,138,17
2379,588,17
1918,335,17
2284,407,17
1981,506,17
2248,533,17
1998,219,17
2110,388,17
1914,339,17
2194,159,17
2104,187,17
2067,595,17
2206,254,17
2144,442,17
2065,221,17
1917,378,17
2208,201,17
2357,261,17
2243,357,17
2232,485,17
2057,501,17
2178,289,17
1948,165,17
2058,566,17
2333,235,17
2251,540,17
2321,600,17
2072,175,17
1991,215,17
1931,179,17
2054,412,17
2212,591,17
1987,284,17
1957,325,17
2098,216,17
1913,452,17
1914,145,17
2017,117,17
2017,529,17
2389,422,17
2083,588,17
2344,241,17
2096,557,17
1928,389,17
2000,564,17
2184,501,17
2365,299,17
2048,177,17
2170,313,17
2050,446,17
2097,572,17
1945,492,17
2023,253,17
2197,108,17
2276,370,17
2263,479,17
2148,498,17
2328,471,17
1943,435,17
2288,110,17
2089,332,17
2047,369,17
1986,295,17
2315,510,17
1937,311,17
2003,246,17
1975,563,17
2166,555,17
2172,265,17
2239,525,17
2013,375,17
1998,483,17
2002,552,17
2174,195,17
1992,205,17
2169,387,17
2050,589,17
2066,379,17
2004,550,17
2116,165,17
2114,588,17
1993,532,17
2077,293,17
2054,404,17
1988,354,17
1963,267,17
2123,539,17
1963,377,17
2266,559,17
2274,397,17
2371,224,17
2169,457,17
2294,557,17
2058,227,17
2123,132,17
2327,392,17
2229,549,17
2050,220,17
1959,428,17
2344,437,17
2024,128,17
2085,255,17
2041,168,17
1929,204,17
1954,305,17
2136,141,17
2171,561,17
2374,444,17
1994,125,17
2145,486,17
2134,109,17
2003,257,17
2303,485,17
2102,319,17
2389,308,17
2239,533,17
1959,150,17
2338,271,17
2392,194,17
2336,184,17
2099,247,17
1932,367,17
2080,118,17
1915,421,17
2089,226,17
2180,118,17
2335,216,17
2158,303,17
2110,589,17
2208,334,17
1907,122,17
2142,532,17
2246,472,17
1912,547,17
1965,170,17
2252,408,17
2078,332,17
2232,185,17
1914,103,17
2062,354,17
2057,269,17
1979,491,17
2157,455,17
2081,205,17
2243,521,17
2144,104,17
1907,516,17
2204,561,17
2320,345,17
2203,159,17
2055,182,17
2209,498,17
2175,365,17
2213,420,17
2076,326,17
2105,224,17
2092,341,17
2191,292,17
1978,233,17
1929,151,17
2124,136,17
2057,179,17
2249,153,17
2383,521,17
1944,181,17
1927,453,17
2315,545,17
2155,325,17
2003,360,17
2036,331,17
2341,269,17
2026,517,17
2138,365,17
2106,467,17
2212,413,17
2259,562,17
2257,339,17
2301,441,17
2097,169,17
2353,537,17
2243,395,17
2396,153,17
2308,366,17
1917,220,17
2349,449,17
2149,292,17
2220,372,17
2182,224,17
2371,312,17
2114,221,17
1938,402,17
1935,330,17
2202,150,17
2249,268,17
2351,333,17
2143,560,17
2190,350,17
2235,473,17
1969,451,17
2257,258,17
2264,559,17
2066,463,17
2345,534,17
2094,584,17
2107,141,17
2149,418,17
2248,304,17
2317,380,17
2048,414,17
2158,549,17
2317,210,17
2357,510,17
2234,182,17
2318,111,17
2083,199,17
2203,551,17
2031,235,17
2374,236,17
2344,500,17
2381,414,17
2306,423,17
2008,392,17
2249,251,17
2010,588,17
2025,445,17
1936,581,17
2057,237,17
1958,564,17
2087,142,17
2282,330,17
2053,109,17
2380,452,17
1978,214,17
1955,312,17
2042,300,17
2049,182,17
2287,114,17
1953,553,17
2068,494,17
2245,523,17
1961,217,17
2004,593,17
2238,333,17
2111,445,17
1937,437,17
2037,405,17
2120,165,17
2095,356,17
2271,321,17
2042,326,17
2259,170,17
2148,131,17
2354,190,17
2269,189,17
2048,443,17
2176,246,17
2052,140,17
2052,357,17
2125,319,17
2393,547,17
2154,469,17
1914,509,17
2164,386,17
2393,244,17
1952,551,17
2016,187,17
2068,507,17
1915,115,17
2059,520,17
2207,417,17
2092,284,17
2320,319,17
1970,286,17
2348,215,17
2305,266,17
2268,373,17
2150,156,17
2299,191,17
2244,109,17
2154,424,17
2247,394,17
2167,518,17
2242,556,17
2191,140,17
1968,567,17
2085,128,17
2089,289,17
2068,361,17
2056,269,17
2184,472,17
2280,517,17
2321,589,17
2367,498,17
1913,302,17
2231,599,17
2114,470,17
2304,534,17
1910,236,17
1928,295,17
2325,491,17
2209,422,17
2290,567,17
2308,222,17
1950,300,17
2170,380,17
2289,264,17
1961,586,17
2125,133,17
2073,409,17
2008,115,17
1926,423,17
2348,317,17
2045,381,17
2232,239,17
2274,198,17
2238,110,17
2295,349,17
1997,470,17
1971,119,17
2170,261,17
2008,540,17
2038,111,17
2082,119,17
2334,174,17
2360,157,17
2329,600,17
2375,591,17
1972,281,17
2127,211,17
2118,246,17
2033,414,17
2360,519,17
1930,305,17
2184,358,17
1907,179,17
2364,537,17
2378,296,17
1958,291,17
2288,447,17
2343,320,17
2243,226,17
2276,483,17
1992,402,17
1915,594,17
2235,493,17
2342,430,17
1924,313,17
2120,409,17
2316,137,17
2380,418,17
2088,551,17
1990,272,17
2030,419,17
2041,265,17
2370,536,17
2152,267,17
2061,241,17
2391,525,17
2393,430,17
2076,153,17
2082,170,17
2100,269,17
2236,434,17
2318,425,17
2175,111,17
2215,154,17
2396,519,17
2268,397,17
2343,489,17
2255,537,17
2355,218,17
1903,378,17
2362,377,17
2226,167,17
1928,242,17
1991,380,17
2185,239,17
2293,447,17
2027,231,17
2003,165,17
1954,226,17
2062,290,17
2272,309,17
2022,507,17
1961,300,17
2270,597,17
2101,404,17
2304,558,17
2120,482,17
2014,586,17
2343,164,17
2059,568,17
2226,295,17
2018,165,17
2364,467,17
1987,407,17
2080,395,17
2326,468,17
2048,407,17
2297,322,17
2300,364,17
2048,458,17
2060,348,17
2067,448,17
2097,469,17
2388,235,17
2028,124,17
2204,550,17
2297,391,17
1905,265,17
2125,492,17
2062,205,17
2096,283,17
1935,263,17
2017,521,17
2356,453,17
1977,429,17
2018,443,17
2058,420,17
2260,402,17
1986,468,17
2000,317,17
1942,599,17
2032,309,17
1984,549,17
1925,530,17
2323,382,17
2130,417,17
2212,512,17
2257,500,17
2066,398,17
1912,196,17
2374,599,17
2214,583,17
1991,422,17
2238,249,17
2055,112,17
1923,289,17
2340,552,17
2189,362,17
2170,430,17
2058,349,17
1999,283,17
2318,172,17
2170,139,17
1967,353,17
2183,418,17
2088,558,17
1974,332,17
1908,207,17
2322,439,17
2152,368,17
1901,415,17
2370,353,17
2383,270,17
2161,435,17
2123,331,17
2159,280,17
2244,443,17
2136,584,17
2056,473,17
2092,274,17
2028,235,17
2232,154,17
2279,237,17
2222,512,17
2384,320,17
2149,252,17
2175,567,17
2259,588,17
1983,515,17
2096,174,17
2013,535,17
2010,194,17
2001,450,17
2111,586,17
2157,463,17
2060,344,17
1962,104,17
1949,263,17
2014,325,17
2202,503,17
2191,101,17
2281,485,17
1912,272,17
1916,426,17
1960,210,17
2087,148,17
2076,579,17
2207,197,17
2109,436,17
2020,479,17
2164,126,17
2209,470,17
1926,313,17
2223,599,17
2007,514,17
2264,419,17
2377,196,17
2087,297,17
1988,497,17
2131,357,17
2397,165,17
2376,183,17
2150,214,17
2284,207,17
2263,396,17
2102,390,17
2343,273,17
1931,375,17
2330,506,17
2015,466,17
2077,160,17
2385,193,17
2132,534,17
2188,330,17
2239,470,17
2247,123,17
2116,432,17
2027,404,17
2294,479,17
2220,398,17
2288,275,17
2383,421,17
1995,288,17
2024,441,17
2212,286,17
1948,289,17
1930,196,17
2272,359,17
2039,468,17
1965,507,17
2279,102,17
2107,119,17
2338,333,17
2269,245,17
1934,252,17
1912,498,17
1900,412,17
2317,395,17
2227,133,17
2011,395,17
2040,109,17
2091,325,17
2323,282,17
1917,365,17
2018,134,17
1938,211,17
2247,304,17
1904,245,17
2341,478,17
2361,230,17
2337,554,17
2151,215,17
2369,353,17
1975,268,17
2243,447,17
2092,232,17
2028,189,17
2340,476,17
1975,427,17
2307,221,17
1974,249,17
1961,250,17
2141,533,17
1943,519,17
2274,413,17
2326,100,17
2142,248,17
1942,216,17
2253,260,17
2029,216,17
2155,145,17
2189,262,17
2074,446,17
2089,277,17
2058,300,17
2081,380,17
2378,206,17
2049,504,17
2197,433,17
2270,143,17
2028,163,17
2264,121,17
2047,174,17
2299,477,17
2252,100,17
1922,165,17
2108,424,17
1911,486,17
2001,565,17
2130,223,17
2394,239,17
2125,176,17
2223,445,17
2081,489,17
2227,184,17
2093,140,17
1975,152,17
2248,442,17
2331,255,17
2055,578,17
2125,507,17
2183,209,17
